City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
523,Waddan,LY,29.1614,16.139,74.91,28,1,7.9,clear sky,2021-06-07 04:49:13
524,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,3.44,broken clouds,2021-06-07 04:44:25
525,Freeport,US,40.6576,-73.5832,82.38,78,1,1.01,clear sky,2021-06-07 04:49:13
526,Hokitika,NZ,-42.7167,170.9667,53.53,83,100,4.32,overcast clouds,2021-06-07 04:49:13
527,Kutum,SD,14.2,24.6667,78.01,18,14,4.27,few clouds,2021-06-07 04:48:16
528,Biltine,TD,14.5333,20.9167,85.42,19,93,7.52,overcast clouds,2021-06-07 04:49:14
529,Arrifes,PT,37.7667,-25.7,61.05,88,40,0.0,scattered clouds,2021-06-07 04:49:14
530,Goderich,CA,43.7501,-81.7165,75.52,53,61,6.91,broken clouds,2021-06-07 04:45:49
531,Kambove,CD,-10.8764,26.5969,50.29,85,69,4.27,broken clouds,2021-06-07 04:49:15
532,Zhangye,CN,38.9342,100.4517,77.29,21,30,11.95,scattered clouds,2021-06-07 04:49:15
533,Mayo,US,38.8876,-76.5119,80.38,89,1,1.99,clear sky,2021-06-07 04:49:15
534,Yanji,CN,42.9075,129.5078,76.3,39,10,3.89,clear sky,2021-06-07 04:49:16
535,Kungurtug,RU,50.5994,97.5228,52.56,44,89,7.47,overcast clouds,2021-06-07 04:49:16
536,Hoi An,VN,15.8794,108.335,93.16,59,100,8.05,overcast clouds,2021-06-07 04:49:16
537,Brownsburg,US,39.8434,-86.3978,72.5,85,90,3.0,overcast clouds,2021-06-07 04:49:17
538,Baruun-Urt,MN,46.6806,113.2792,79.97,32,70,13.87,broken clouds,2021-06-07 04:49:17
539,Espanola,US,35.9911,-106.0806,74.14,55,96,6.49,overcast clouds,2021-06-07 04:49:17
540,Misratah,LY,32.3754,15.0925,74.26,48,23,14.14,few clouds,2021-06-07 04:49:17
541,Nantucket,US,41.2835,-70.0995,72.12,89,1,10.36,clear sky,2021-06-07 04:46:57
542,Aripuana,BR,-9.1667,-60.6333,75.09,78,100,0.85,overcast clouds,2021-06-07 04:49:18
543,Tamandare,BR,-8.7597,-35.1047,74.68,87,30,5.68,scattered clouds,2021-06-07 04:49:18
544,Sangar,RU,63.9242,127.4739,47.14,84,100,3.27,light rain,2021-06-07 04:49:19
545,Aswan,EG,24.0934,32.907,84.24,17,0,18.3,clear sky,2021-06-07 04:49:19
546,Mecca,SA,21.4267,39.8261,89.53,42,12,2.98,few clouds,2021-06-07 04:49:19
547,Nkwerre,NG,5.7556,7.1063,69.06,95,66,2.01,broken clouds,2021-06-07 04:49:19
548,Jacmel,HT,18.2342,-72.5347,80.44,84,31,4.81,scattered clouds,2021-06-07 04:49:20
549,Qostanay,KZ,53.1667,63.5833,77.29,19,0,0.0,clear sky,2021-06-07 04:47:03
550,Hillsborough,US,37.5741,-122.3794,62.28,73,20,3.0,haze,2021-06-07 04:46:37
551,Usinsk,RU,65.9939,57.5281,39.85,57,97,16.33,overcast clouds,2021-06-07 04:49:20
552,Itoman,JP,26.1247,127.6694,86.38,70,75,9.22,light rain,2021-06-07 04:49:20
553,Praia,CV,14.9215,-23.5087,77.54,44,0,18.41,clear sky,2021-06-07 04:49:21
554,Erenhot,CN,43.6475,111.9767,83.68,21,52,20.49,broken clouds,2021-06-07 04:49:21
555,Nemuro,JP,43.3236,145.575,70.23,86,43,5.41,scattered clouds,2021-06-07 04:49:22
556,Goma,CD,-1.6792,29.2228,62.47,84,100,2.91,overcast clouds,2021-06-07 04:49:22
557,Tekeli,KZ,44.83,78.8239,71.15,46,100,5.01,overcast clouds,2021-06-07 04:49:23
558,Tromso,NO,69.6496,18.957,55.38,62,0,2.3,clear sky,2021-06-07 04:48:30
559,Clarence Town,AU,-32.5833,151.7833,68.61,55,89,1.59,overcast clouds,2021-06-07 04:49:23
560,Dilla,ET,6.41,38.31,65.73,81,81,1.68,broken clouds,2021-06-07 04:49:24
561,Alta Floresta,BR,-9.8756,-56.0861,73.08,65,100,3.96,overcast clouds,2021-06-07 04:49:24
562,Ahipara,NZ,-35.1667,173.1667,60.84,89,99,13.96,overcast clouds,2021-06-07 04:49:25
563,Jiaxing,CN,30.7522,120.75,87.82,42,100,12.37,overcast clouds,2021-06-07 04:49:25
564,Leningradskiy,RU,69.3833,178.4167,43.43,68,7,15.39,clear sky,2021-06-07 04:49:26
565,Samarai,PG,-10.6167,150.6667,77.0,91,100,13.29,overcast clouds,2021-06-07 04:49:26
566,Corinto,GR,37.9407,22.9573,75.69,68,14,5.97,few clouds,2021-06-07 04:49:27
567,Severobaykalsk,RU,55.65,109.3167,52.68,50,100,1.88,overcast clouds,2021-06-07 04:49:27
568,Aksha,RU,50.2814,113.2867,83.82,19,64,16.91,broken clouds,2021-06-07 04:49:27
569,Charyshskoye,RU,51.3978,83.5598,70.03,48,1,2.86,clear sky,2021-06-07 04:49:28
570,Bousso,TD,10.4795,16.7117,80.4,62,53,4.85,broken clouds,2021-06-07 04:49:28
571,Koupela,BF,12.1794,-0.3517,82.02,56,99,11.12,overcast clouds,2021-06-07 04:49:28
572,Gazanjyk,TM,39.2446,55.5154,79.93,41,0,14.7,clear sky,2021-06-07 04:49:28
573,Ixtlan Del Rio,MX,21.0333,-104.3667,74.41,64,21,3.04,few clouds,2021-06-07 04:49:29
574,Middelburg,ZA,-25.7751,29.4648,39.78,79,0,3.94,clear sky,2021-06-07 04:49:29
575,Namuac,PH,18.6109,121.1657,84.33,78,100,5.3,overcast clouds,2021-06-07 04:49:29
576,Tsabong,BW,-26.0217,22.401,46.27,64,0,13.18,clear sky,2021-06-07 04:49:30
577,Yar-Sale,RU,66.8333,70.8333,41.29,53,93,9.86,overcast clouds,2021-06-07 04:49:30
578,Genhe,CN,50.7833,121.5167,80.4,21,17,7.07,few clouds,2021-06-07 04:49:31
579,Backo Petrovo Selo,RS,45.7081,20.0753,63.63,72,3,5.48,clear sky,2021-06-07 04:49:31
580,Upington,ZA,-28.4478,21.2561,52.18,54,0,9.22,clear sky,2021-06-07 04:49:31
581,Arman,RU,59.7,150.1667,50.43,75,99,9.69,overcast clouds,2021-06-07 04:49:32
582,Itaituba,BR,-4.2761,-55.9836,71.92,96,100,0.45,overcast clouds,2021-06-07 04:49:32
583,Warrnambool,AU,-38.3833,142.4833,63.81,50,100,25.68,overcast clouds,2021-06-07 04:49:32
584,Flinders,AU,-34.5833,150.8552,69.19,59,99,1.99,overcast clouds,2021-06-07 04:49:33
585,Chkalovsk,RU,56.7647,43.2433,67.59,86,14,3.38,few clouds,2021-06-07 04:49:33
586,Kayerkan,RU,69.3497,87.7602,32.47,91,100,7.58,light snow,2021-06-07 04:49:33
587,Ponta Delgada,PT,37.7333,-25.6667,63.32,88,40,0.0,scattered clouds,2021-06-07 04:49:34
588,Shingu,JP,33.7333,135.9833,79.79,70,100,7.18,overcast clouds,2021-06-07 04:49:34
589,Aleksandrov Gay,RU,50.147,48.5704,69.04,64,50,6.44,scattered clouds,2021-06-07 04:49:34
590,Kununurra,AU,-15.7667,128.7333,87.78,18,16,6.91,few clouds,2021-06-07 04:49:35
591,Honiara,SB,-9.4333,159.95,84.02,74,34,5.97,scattered clouds,2021-06-07 04:49:35
592,Visnes,NO,59.3556,5.2242,54.57,94,0,5.75,clear sky,2021-06-07 04:49:35
593,Rosario,AR,-32.9468,-60.6393,49.95,79,0,1.01,clear sky,2021-06-07 04:47:37
594,Coffs Harbour,AU,-30.3,153.1333,69.76,53,17,10.36,few clouds,2021-06-07 04:48:41
595,Ilo,PE,-17.6394,-71.3375,62.33,83,86,5.37,overcast clouds,2021-06-07 04:49:36
596,Byron Bay,AU,-28.65,153.6167,71.06,63,23,5.35,few clouds,2021-06-07 04:49:15
597,Gibsons,CA,49.3997,-123.5027,51.01,86,100,6.55,overcast clouds,2021-06-07 04:45:49
598,Lakes Entrance,AU,-37.8811,147.981,62.58,52,91,13.65,overcast clouds,2021-06-07 04:48:08
599,Nikolayevsk-Na-Amure,RU,53.1406,140.73,49.73,75,100,8.99,overcast clouds,2021-06-07 04:49:37
600,Corona,US,33.8753,-117.5664,67.87,76,1,11.5,clear sky,2021-06-07 04:49:37
601,Francavilla Fontana,IT,40.5306,17.5852,72.27,60,29,1.57,light rain,2021-06-07 04:49:37
602,Montepuez,MZ,-13.1256,38.9997,64.58,78,68,8.32,broken clouds,2021-06-07 04:49:38
603,Aykhal,RU,66.0,111.5,39.54,87,81,32.88,light rain,2021-06-07 04:49:38
604,Jijiang,CN,29.2906,106.2542,86.59,54,100,9.4,moderate rain,2021-06-07 04:49:38
605,Pallasovka,RU,50.05,46.8833,68.27,60,100,0.54,overcast clouds,2021-06-07 04:49:39
606,Teya,RU,60.3778,92.6267,56.25,48,78,15.7,light rain,2021-06-07 04:49:39
607,Reconquista,AR,-29.15,-59.65,56.7,72,99,8.93,overcast clouds,2021-06-07 04:49:39
608,Nobres,BR,-14.7203,-56.3275,71.94,60,74,4.52,broken clouds,2021-06-07 04:49:40
609,Forio,IT,40.7342,13.8646,70.27,81,80,6.11,broken clouds,2021-06-07 04:49:40
610,Hirado,JP,33.3597,129.5531,79.95,82,85,5.61,overcast clouds,2021-06-07 04:49:40
611,Mandalgovi,MN,45.7625,106.2708,57.22,43,0,18.23,clear sky,2021-06-07 04:49:41
612,Labrea,BR,-7.2586,-64.7981,72.41,97,100,0.58,overcast clouds,2021-06-07 04:49:41
613,Chiredzi,ZW,-21.05,31.6667,53.67,88,62,3.96,broken clouds,2021-06-07 04:49:41
614,Polunochnoye,RU,60.8697,60.4153,50.09,49,79,9.46,broken clouds,2021-06-07 04:49:42
615,Mauriti,BR,-7.3892,-38.7744,75.51,82,63,5.35,broken clouds,2021-06-07 04:49:42
616,Coquimbo,CL,-29.9533,-71.3436,55.13,82,90,4.34,overcast clouds,2021-06-07 04:49:42
617,Salta,AR,-24.7859,-65.4117,55.99,90,75,3.0,broken clouds,2021-06-07 04:49:13
618,Tupancireta,BR,-29.0806,-53.8358,53.58,96,100,11.36,overcast clouds,2021-06-07 04:49:43
619,Inta,RU,66.0317,60.1659,40.42,57,100,14.18,overcast clouds,2021-06-07 04:49:43
620,Luanda,AO,-8.8368,13.2343,77.0,83,75,3.44,broken clouds,2021-06-07 04:49:43
621,Ronne,DK,55.1009,14.7066,57.11,88,2,2.3,clear sky,2021-06-07 04:49:44
622,Khorramabad,IR,33.4878,48.3558,80.69,16,0,2.93,clear sky,2021-06-07 04:49:44
623,Griffin,US,33.2468,-84.2641,73.35,95,75,3.44,broken clouds,2021-06-07 04:49:44
624,Portlethen,GB,57.0547,-2.1307,51.57,96,90,4.0,overcast clouds,2021-06-07 04:49:45
625,Pavlovsk,RU,50.4578,40.1081,61.39,84,91,6.71,overcast clouds,2021-06-07 04:49:45
626,Kaspiysk,RU,42.8816,47.6392,68.23,72,20,15.99,few clouds,2021-06-07 04:49:45
627,Adrar,MR,20.5022,-10.0711,87.01,15,0,16.73,clear sky,2021-06-07 04:49:46
628,Le Locle,CH,47.0595,6.7523,56.3,100,90,6.91,overcast clouds,2021-06-07 04:49:46
629,Salym,RU,60.0625,71.4789,55.54,70,100,6.33,light rain,2021-06-07 04:49:46
630,Imeni Poliny Osipenko,RU,52.4201,136.4853,67.53,53,54,6.62,broken clouds,2021-06-07 04:49:46
631,Bucerias,MX,20.75,-105.3333,81.99,78,1,1.88,clear sky,2021-06-07 04:45:19
632,Abu Dhabi,AE,24.4667,54.3667,91.51,62,0,9.37,clear sky,2021-06-07 04:48:38
633,Wanaka,NZ,-44.7,169.15,45.52,89,19,1.81,few clouds,2021-06-07 04:49:47
634,Tecoanapa,MX,16.5167,-98.75,82.85,79,95,8.43,overcast clouds,2021-06-07 04:49:47
635,Kolhapur,IN,16.7,74.2167,82.17,60,29,11.48,scattered clouds,2021-06-07 04:49:47
636,Sorland,NO,67.667,12.6934,51.87,97,100,3.31,overcast clouds,2021-06-07 04:49:48
637,Winfield,US,37.2398,-96.9956,74.66,83,20,5.75,few clouds,2021-06-07 04:45:49
638,Kangaatsiaq,GL,68.3065,-53.4641,36.86,87,27,8.43,scattered clouds,2021-06-07 04:49:48
639,Abu Zabad,SD,12.35,29.25,81.95,58,99,12.5,overcast clouds,2021-06-07 04:49:49
640,Wajir,KE,1.7471,40.0573,75.16,78,75,6.91,broken clouds,2021-06-07 04:49:49
641,Guhagar,IN,17.4842,73.1929,86.5,65,76,7.4,broken clouds,2021-06-07 04:49:49
642,Ituporanga,BR,-27.4144,-49.6025,62.01,99,100,2.39,moderate rain,2021-06-07 04:49:49
643,Dalbandin,PK,28.8947,64.4101,97.23,22,0,8.59,clear sky,2021-06-07 04:49:50
644,Dhanwar,IN,24.4167,85.9833,100.0,28,92,14.74,overcast clouds,2021-06-07 04:49:50
645,Hefei,CN,31.8639,117.2808,95.02,28,0,6.71,clear sky,2021-06-07 04:48:51
646,Odesskoye,RU,54.2111,72.9651,73.62,31,5,6.17,clear sky,2021-06-07 04:49:51
647,Mossendjo,CG,-2.9506,12.7261,67.32,100,48,0.54,scattered clouds,2021-06-07 04:49:51
648,Vardo,NO,70.3705,31.1107,44.8,71,6,7.4,clear sky,2021-06-07 04:49:51
649,Dossor,KZ,47.5272,52.9811,78.13,33,12,10.89,few clouds,2021-06-07 04:49:51
650,Semirom,IR,31.4167,51.5667,75.2,13,0,10.16,clear sky,2021-06-07 04:49:52
651,Port Shepstone,ZA,-30.7414,30.455,56.35,64,0,8.01,clear sky,2021-06-07 04:49:52
652,Farafangana,MG,-22.8167,47.8333,67.44,77,93,11.21,light rain,2021-06-07 04:49:52
653,Nokaneng,BW,-19.6667,22.2667,44.85,78,0,7.25,clear sky,2021-06-07 04:49:53
654,Sakakah,SA,29.9697,40.2064,81.97,17,0,5.75,clear sky,2021-06-07 04:49:53
655,Verkhoyansk,RU,67.5447,133.385,57.09,46,100,9.89,overcast clouds,2021-06-07 04:49:53
656,Talkha,EG,31.0539,31.3779,70.74,64,0,4.63,clear sky,2021-06-07 04:49:53
657,Grand-Santi,GF,4.25,-54.3833,71.33,100,100,2.24,overcast clouds,2021-06-07 04:49:54
658,Road Town,VG,18.4167,-64.6167,80.69,76,100,18.57,overcast clouds,2021-06-07 04:46:44
659,Sayula,MX,19.8667,-103.6167,66.96,82,64,0.89,broken clouds,2021-06-07 04:49:54
660,Brae,GB,60.3964,-1.353,44.51,75,97,2.33,overcast clouds,2021-06-07 04:48:46
661,Berlevag,NO,70.8578,29.0864,42.8,63,2,3.2,clear sky,2021-06-07 04:49:54
662,Matay,EG,28.419,30.7792,69.82,54,4,14.14,clear sky,2021-06-07 04:49:55
663,Elbistan,TR,38.2059,37.1983,60.75,45,0,1.3,clear sky,2021-06-07 04:49:55
664,Indiana,US,40.0003,-86.2503,72.48,86,90,9.22,overcast clouds,2021-06-07 04:49:55
665,Charleston,US,32.7766,-79.9309,79.02,94,90,3.0,mist,2021-06-07 04:46:31
666,Beloha,MG,-25.1667,45.05,63.73,73,20,13.4,few clouds,2021-06-07 04:49:56
667,Synya,RU,65.3718,58.0387,40.14,58,99,8.99,overcast clouds,2021-06-07 04:49:56
668,Dali,CN,25.7,100.1833,77.65,54,53,4.38,broken clouds,2021-06-07 04:49:56
669,Yavatmal,IN,20.4,78.1333,93.72,39,34,8.86,scattered clouds,2021-06-07 04:49:57
670,Inirida,CO,3.8653,-67.9239,72.0,99,61,3.18,broken clouds,2021-06-07 04:49:57
671,Doka,SD,13.5167,35.7667,83.89,51,97,14.88,overcast clouds,2021-06-07 04:49:57
672,Srisailam,IN,16.0833,78.8667,87.71,55,32,10.02,scattered clouds,2021-06-07 04:49:57
673,Andenes,NO,69.3143,16.1194,58.06,54,0,9.22,clear sky,2021-06-07 04:49:58
674,Stanari,BA,44.7472,17.8294,61.48,96,100,1.45,overcast clouds,2021-06-07 04:49:58
675,Sola,VU,-13.8833,167.55,80.11,75,78,14.7,broken clouds,2021-06-07 04:49:58
676,Qurayyat,SA,31.3318,37.3428,66.38,45,0,12.48,clear sky,2021-06-07 04:49:59
677,Kurchum,KZ,48.5722,83.6542,70.07,31,0,3.36,clear sky,2021-06-07 04:49:59
678,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,100,14.97,overcast clouds,2021-06-07 04:49:59
679,Chikwawa,MW,-16.0335,34.8009,62.4,92,82,2.66,broken clouds,2021-06-07 04:50:00
680,Karasburg,NA,-28.0167,18.75,53.69,42,0,22.03,clear sky,2021-06-07 04:50:00
681,Shakawe,BW,-18.3667,21.85,44.85,81,3,5.3,clear sky,2021-06-07 04:50:00
682,Severodvinsk,RU,64.5635,39.8302,46.51,47,8,7.65,clear sky,2021-06-07 04:50:01
683,Mangit,UZ,40.5971,70.9607,94.28,25,84,9.53,broken clouds,2021-06-07 04:50:01
684,Champerico,GT,14.3,-91.9167,83.35,76,22,2.53,few clouds,2021-06-07 04:49:40
685,Kalevala,RU,65.2,31.1667,54.82,42,99,5.55,overcast clouds,2021-06-07 04:50:01
686,Monrovia,LR,6.3005,-10.7969,74.97,84,100,6.04,light rain,2021-06-07 04:47:49
687,Terrace,CA,54.5163,-128.6035,57.11,58,75,8.05,broken clouds,2021-06-07 04:50:02
688,Port-Gentil,GA,-0.7193,8.7815,77.85,88,100,7.29,light rain,2021-06-07 04:48:01
689,Fort Myers Beach,US,26.452,-81.9481,81.0,87,1,14.79,clear sky,2021-06-07 04:50:03
690,Otane,NZ,-39.8833,176.6333,57.0,85,100,7.4,overcast clouds,2021-06-07 04:50:03
