City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
258,Agirish,RU,61.9247,63.0231,53.89,35,99,1.74,overcast clouds,2021-06-07 04:47:51
259,Chichawatni,PK,30.5333,72.7,107.42,19,0,14.14,clear sky,2021-06-07 04:44:32
260,Aksarka,RU,66.5606,67.7975,44.76,42,24,7.14,few clouds,2021-06-07 04:47:51
261,Rio Das Pedras,BR,-22.8433,-47.6061,64.87,85,36,4.94,scattered clouds,2021-06-07 04:47:52
262,Bonavista,CA,48.6499,-53.1147,35.6,80,95,1.36,overcast clouds,2021-06-07 04:47:52
263,Tabat,ID,-2.635,115.2274,94.55,44,53,1.97,broken clouds,2021-06-07 04:47:53
264,Smoky Lake,CA,54.1169,-112.4686,59.16,67,3,4.7,clear sky,2021-06-07 04:47:53
265,Kodiak,US,57.79,-152.4072,63.91,34,1,9.22,clear sky,2021-06-07 04:47:53
266,Raudeberg,NO,61.9875,5.1352,54.19,87,12,8.99,few clouds,2021-06-07 04:47:54
267,Evensk,RU,61.95,159.2333,50.31,71,59,8.97,broken clouds,2021-06-07 04:47:54
268,La Tuque,CA,47.4334,-72.7824,70.05,88,86,3.44,overcast clouds,2021-06-07 04:47:54
269,Griffith,US,41.5284,-87.4237,79.05,75,1,1.01,clear sky,2021-06-07 04:47:55
270,Mitsamiouli,KM,-11.3847,43.2844,79.11,68,10,12.28,clear sky,2021-06-07 04:47:55
271,Pudozh,RU,61.8099,36.5345,55.47,44,60,12.01,broken clouds,2021-06-07 04:47:55
272,Itarema,BR,-2.9248,-39.9167,75.63,88,13,8.21,few clouds,2021-06-07 04:47:56
273,Eureka,US,40.8021,-124.1637,54.57,76,100,1.99,overcast clouds,2021-06-07 04:47:56
274,Scarborough,GB,54.2797,-0.4044,53.26,92,54,4.0,broken clouds,2021-06-07 04:45:02
275,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.85,82,83,2.04,broken clouds,2021-06-07 04:47:56
276,Quilmana,PE,-12.95,-76.3833,63.63,81,21,1.95,few clouds,2021-06-07 04:47:57
277,Faanui,PF,-16.4833,-151.75,81.59,75,31,10.69,light rain,2021-06-07 04:47:57
278,Oleksandrivka,UA,48.9634,32.2349,60.08,80,84,7.56,broken clouds,2021-06-07 04:47:57
279,Manta,EC,-0.95,-80.7333,73.18,88,90,8.05,overcast clouds,2021-06-07 04:47:58
280,Fort Nelson,CA,58.8053,-122.7002,58.59,41,75,5.75,broken clouds,2021-06-07 04:47:58
281,Cervo,ES,43.6702,-7.4101,57.96,89,47,8.43,scattered clouds,2021-06-07 04:47:58
282,Yulara,AU,-25.2406,130.9889,69.64,26,62,6.91,broken clouds,2021-06-07 04:47:59
283,Torbay,CA,47.6666,-52.7314,38.57,93,90,9.22,overcast clouds,2021-06-07 04:47:59
284,Puerto Santander,CO,8.3636,-72.4063,73.11,93,100,0.85,overcast clouds,2021-06-07 04:48:00
285,Takoradi,GH,4.8845,-1.7554,78.37,86,35,8.77,moderate rain,2021-06-07 04:48:00
286,Vestmannaeyjar,IS,63.4427,-20.2734,47.44,91,100,18.21,overcast clouds,2021-06-07 04:48:00
287,Lucapa,AO,-8.4192,20.7447,59.86,59,2,3.96,clear sky,2021-06-07 04:48:01
288,Kruisfontein,ZA,-34.0033,24.7314,57.38,30,0,10.0,clear sky,2021-06-07 04:48:01
289,Carnarvon,AU,-24.8667,113.6333,77.07,47,100,10.36,overcast clouds,2021-06-07 04:48:01
290,Sinnamary,GF,5.3833,-52.95,76.41,89,100,5.55,overcast clouds,2021-06-07 04:48:02
291,Novyy Rogachik,RU,48.6768,44.0608,65.3,69,92,8.12,overcast clouds,2021-06-07 04:48:02
292,Cockburn Town,TC,21.4612,-71.1419,79.79,77,7,21.56,clear sky,2021-06-07 04:48:02
293,Rosetown,CA,51.5501,-108.0014,57.97,58,99,10.36,overcast clouds,2021-06-07 04:48:03
294,Kloulklubed,PW,7.0419,134.2556,79.3,78,100,6.08,light rain,2021-06-07 04:48:03
295,Sambava,MG,-14.2667,50.1667,75.51,75,35,14.47,scattered clouds,2021-06-07 04:47:03
296,Khatanga,RU,71.9667,102.5,38.44,62,97,11.92,overcast clouds,2021-06-07 04:48:03
297,Matadi,CD,-5.8167,13.45,70.97,97,11,1.3,few clouds,2021-06-07 04:48:04
298,Mafinga,TZ,-7.25,35.0667,63.21,64,1,2.82,clear sky,2021-06-07 04:48:04
299,Batagay,RU,67.6333,134.6333,58.6,37,100,6.46,overcast clouds,2021-06-07 04:48:04
300,Nouadhibou,MR,20.931,-17.0347,67.98,77,93,17.27,sand,2021-06-07 04:48:04
301,Spasskoye,RU,44.6108,132.7969,70.63,61,0,5.55,clear sky,2021-06-07 04:48:05
302,Wojkowice,PL,50.3651,19.0365,63.99,76,0,2.35,clear sky,2021-06-07 04:48:05
303,Tilichiki,RU,60.4667,166.1,39.29,90,100,2.73,overcast clouds,2021-06-07 04:48:06
304,Mont-De-Marsan,FR,44.0,-0.6667,55.76,94,84,1.77,broken clouds,2021-06-07 04:48:06
305,Oneida,US,43.2001,-75.4663,73.96,85,1,0.0,clear sky,2021-06-07 04:48:06
306,Miles City,US,46.4083,-105.8406,65.37,32,1,9.22,clear sky,2021-06-07 04:48:07
307,Komsomolskiy,UZ,40.4272,71.7189,92.62,26,84,6.91,broken clouds,2021-06-07 04:48:07
308,Vilya,RU,55.2456,42.2089,63.91,75,57,4.68,broken clouds,2021-06-07 04:48:07
309,Makhachkala,RU,42.9764,47.5024,68.02,69,100,16.35,overcast clouds,2021-06-07 04:48:08
310,Tara,RU,56.8944,74.371,70.97,50,56,7.61,broken clouds,2021-06-07 04:48:08
311,Spassk-Ryazanskiy,RU,54.4072,40.3806,63.34,83,27,5.19,scattered clouds,2021-06-07 04:48:08
312,Kaitangata,NZ,-46.2817,169.8464,53.92,78,0,8.23,clear sky,2021-06-07 04:48:08
313,Ayan,RU,56.45,138.1667,42.53,89,93,5.46,overcast clouds,2021-06-07 04:48:09
314,Hoquiam,US,46.9809,-123.8893,50.94,64,90,8.05,overcast clouds,2021-06-07 04:48:09
315,Puerto Suarez,BO,-18.95,-57.8,69.44,86,23,3.2,few clouds,2021-06-07 04:48:09
316,Valdivia,CL,-39.8142,-73.2459,37.49,95,94,1.7,overcast clouds,2021-06-07 04:48:10
317,Oktyabrskoye,RU,43.0645,44.7417,55.54,93,90,5.32,overcast clouds,2021-06-07 04:48:10
318,San Vicente,AR,-26.6167,-54.1333,58.14,100,100,1.79,overcast clouds,2021-06-07 04:48:10
319,Puerto Escondido,MX,15.85,-97.0667,81.77,85,100,9.93,overcast clouds,2021-06-07 04:48:11
320,Port Hedland,AU,-20.3167,118.5667,87.85,19,37,14.97,scattered clouds,2021-06-07 04:48:11
321,Anderson,US,34.5334,-82.6499,74.95,91,20,5.75,few clouds,2021-06-07 04:47:09
322,Emerald,AU,-23.5333,148.1667,75.34,33,0,8.05,clear sky,2021-06-07 04:48:12
323,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,2.3,broken clouds,2021-06-07 04:48:12
324,Bandarbeyla,SO,9.4942,50.8122,84.52,63,2,27.16,clear sky,2021-06-07 04:48:12
325,Basud,PH,14.065,122.9642,86.49,70,98,2.42,overcast clouds,2021-06-07 04:48:12
326,Fasa,IR,28.9383,53.6482,94.24,10,0,16.11,clear sky,2021-06-07 04:48:13
327,Kibuye,RW,-2.0597,29.3482,64.44,79,88,4.12,overcast clouds,2021-06-07 04:48:13
328,Swift Current,CA,50.2834,-107.8014,58.01,47,75,3.44,broken clouds,2021-06-07 04:45:02
329,Yarada,IN,17.65,83.2667,93.52,55,20,14.5,haze,2021-06-07 04:48:14
330,Yubari,JP,43.0378,141.9578,72.1,55,71,12.26,broken clouds,2021-06-07 04:48:14
331,Ilhabela,BR,-23.7781,-45.3581,70.81,90,88,6.73,overcast clouds,2021-06-07 04:48:14
332,High Level,CA,58.5169,-117.136,55.51,50,75,8.39,broken clouds,2021-06-07 04:48:15
333,Loa Janan,ID,-0.583,117.095,77.34,95,99,3.56,light rain,2021-06-07 04:48:15
334,Boa Vista,BR,2.8197,-60.6733,80.58,78,40,6.91,scattered clouds,2021-06-07 04:48:15
335,Borzya,RU,50.3833,116.5167,83.1,16,0,17.36,clear sky,2021-06-07 04:48:16
336,San Borja,BO,-14.8167,-66.85,69.44,98,52,1.59,broken clouds,2021-06-07 04:48:16
337,Tupik,RU,54.4253,119.9327,82.04,33,83,3.44,broken clouds,2021-06-07 04:48:16
338,Wiesloch,DE,49.2978,8.7014,62.46,93,100,4.07,overcast clouds,2021-06-07 04:48:17
339,Pacasmayo,PE,-7.4006,-79.5714,65.41,86,100,9.86,overcast clouds,2021-06-07 04:48:17
340,Dawei,MM,14.0833,98.2,76.46,94,100,3.33,overcast clouds,2021-06-07 04:48:17
341,Touros,BR,-5.1989,-35.4608,74.3,86,54,12.53,broken clouds,2021-06-07 04:48:18
342,Ryazan,RU,54.6197,39.74,64.13,85,37,5.39,scattered clouds,2021-06-07 04:48:18
343,Iqaluit,CA,63.7506,-68.5145,31.73,93,90,3.0,overcast clouds,2021-06-07 04:48:18
344,Jiangyou,CN,31.7667,104.7167,85.68,42,100,4.47,light rain,2021-06-07 04:48:19
345,Mount Gambier,AU,-37.8333,140.7667,64.31,52,75,19.57,broken clouds,2021-06-07 04:48:19
346,Ostersund,SE,63.1792,14.6357,54.61,100,0,10.36,clear sky,2021-06-07 04:48:19
347,Japura,ID,-0.3167,102.35,94.03,47,25,2.64,scattered clouds,2021-06-07 04:48:20
348,Camacha,PT,33.0833,-16.3333,62.53,72,40,11.5,scattered clouds,2021-06-07 04:48:20
349,Derzhavinsk,KZ,51.1,66.3167,72.86,25,99,13.96,overcast clouds,2021-06-07 04:48:20
350,Mirai,BR,-21.1953,-42.6142,63.3,90,96,2.1,overcast clouds,2021-06-07 04:48:21
351,Mahenge,TZ,-8.6833,36.7167,61.97,69,77,2.98,broken clouds,2021-06-07 04:48:21
352,Ostrovnoy,RU,68.0531,39.5131,41.02,68,32,5.32,scattered clouds,2021-06-07 04:48:21
353,San Ramon,US,37.7799,-121.978,63.27,66,1,3.0,clear sky,2021-06-07 04:48:21
354,Besleney,RU,44.2405,41.7387,58.69,79,95,4.85,overcast clouds,2021-06-07 04:48:22
355,Lasa,IT,46.6166,10.7002,59.88,91,100,0.81,overcast clouds,2021-06-07 04:48:22
356,Santa Rosa,PH,14.3122,121.1114,92.1,67,82,2.89,broken clouds,2021-06-07 04:48:22
357,Baoying,CN,33.2292,119.3092,96.64,16,99,13.13,overcast clouds,2021-06-07 04:48:23
358,Chengde,CN,40.9725,117.9361,75.09,46,97,5.99,overcast clouds,2021-06-07 04:48:23
359,Linden,GY,6.0,-58.3,75.34,99,88,1.72,overcast clouds,2021-06-07 04:48:23
360,Guozhen,CN,34.3659,107.359,95.47,24,86,2.42,overcast clouds,2021-06-07 04:48:24
361,Olafsvik,IS,64.8945,-23.7142,46.49,89,100,3.53,light rain,2021-06-07 04:48:24
362,Kashi,CN,39.4547,75.9797,87.01,13,20,5.84,few clouds,2021-06-07 04:48:24
363,Beringovskiy,RU,63.05,179.3167,34.38,99,100,3.44,overcast clouds,2021-06-07 04:48:25
364,Launceston,AU,-41.45,147.1667,58.64,76,90,8.01,overcast clouds,2021-06-07 04:48:25
365,Lompoc,US,34.6391,-120.4579,59.13,87,90,6.24,overcast clouds,2021-06-07 04:46:26
366,Port Hardy,CA,50.6996,-127.4199,51.98,82,75,0.0,broken clouds,2021-06-07 04:45:49
367,Moron,AR,-34.6534,-58.6198,53.98,89,97,1.01,overcast clouds,2021-06-07 04:48:09
368,Manicore,BR,-5.8092,-61.3003,72.41,98,92,0.56,overcast clouds,2021-06-07 04:48:26
369,Bilma,NE,18.6853,12.9164,85.17,19,84,7.83,broken clouds,2021-06-07 04:48:26
370,Am Timan,TD,11.0297,20.2827,81.5,59,89,1.43,overcast clouds,2021-06-07 04:48:26
371,Cascais,PT,38.6979,-9.4215,60.48,71,0,20.0,clear sky,2021-06-07 04:48:27
372,Almeirim,BR,-1.5233,-52.5817,74.1,92,66,2.84,moderate rain,2021-06-07 04:48:27
373,Namibe,AO,-15.1961,12.1522,74.7,42,4,8.1,clear sky,2021-06-07 04:46:30
374,Banyo,CM,6.75,11.8167,62.73,95,56,2.68,broken clouds,2021-06-07 04:48:28
375,Saint-Augustin,CA,51.226,-58.6502,47.07,77,97,11.41,overcast clouds,2021-06-07 04:48:28
376,Pasighat,IN,28.0667,95.3333,78.6,90,97,1.34,overcast clouds,2021-06-07 04:48:28
377,Asaba,NG,6.2006,6.7338,70.75,97,84,0.67,broken clouds,2021-06-07 04:48:29
378,Shancheng,CN,34.7953,116.0817,100.11,14,100,18.05,overcast clouds,2021-06-07 04:48:29
379,Morant Bay,JM,17.8815,-76.4093,82.02,84,4,9.66,clear sky,2021-06-07 04:48:29
380,Rosarito,MX,32.3333,-117.0333,63.19,78,56,3.13,broken clouds,2021-06-07 04:48:30
381,Sungaipenuh,ID,-2.0833,101.3833,80.24,52,55,5.26,broken clouds,2021-06-07 04:48:30
382,Tuxtepec,MX,18.1,-96.1167,79.59,82,74,3.8,broken clouds,2021-06-07 04:47:13
383,Atbasar,KZ,51.8,68.3333,71.65,28,52,7.7,broken clouds,2021-06-07 04:48:31
384,Meulaboh,ID,4.1363,96.1285,84.25,64,100,6.82,overcast clouds,2021-06-07 04:48:31
385,Ovsyanka,RU,55.9575,92.5519,67.17,75,98,13.29,overcast clouds,2021-06-07 04:48:31
386,Thompson,CA,55.7435,-97.8558,53.76,87,90,10.36,overcast clouds,2021-06-07 04:48:32
387,Tautira,PF,-17.7333,-149.15,80.62,69,5,6.71,clear sky,2021-06-07 04:48:32
388,Yumen,CN,40.2833,97.2,72.86,13,83,14.5,broken clouds,2021-06-07 04:48:32
389,Novyy Urengoy,RU,66.0833,76.6333,43.63,41,90,12.39,overcast clouds,2021-06-07 04:48:33
390,Axim,GH,4.8699,-2.2405,77.58,87,29,7.29,moderate rain,2021-06-07 04:48:33
391,Abadiania,BR,-16.2042,-48.7069,65.32,72,93,2.89,overcast clouds,2021-06-07 04:48:33
392,Laguna,US,38.421,-121.4238,76.82,46,1,5.99,clear sky,2021-06-07 04:48:34
393,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,90,100,4.23,overcast clouds,2021-06-07 04:48:34
394,Kralendijk,BQ,12.15,-68.2667,80.58,83,20,14.97,few clouds,2021-06-07 04:48:34
395,Tombouctou,ML,20.0,-3.0,91.09,18,2,7.81,clear sky,2021-06-07 04:48:34
396,Souillac,MU,-20.5167,57.5167,77.36,78,75,18.01,light rain,2021-06-07 04:46:27
397,Faya,SA,18.3851,42.4509,70.32,24,6,1.88,clear sky,2021-06-07 04:48:12
398,Dingle,PH,10.9995,122.6711,88.03,61,100,6.53,overcast clouds,2021-06-07 04:48:35
399,Ossora,RU,59.2353,163.0719,42.06,89,100,4.07,overcast clouds,2021-06-07 04:48:35
400,Caravelas,BR,-17.7125,-39.2481,71.53,86,53,3.04,broken clouds,2021-06-07 04:48:36
401,Garowe,SO,8.4054,48.4845,81.14,57,0,25.3,clear sky,2021-06-07 04:48:36
402,Strezhevoy,RU,60.7333,77.5889,51.78,34,67,1.19,broken clouds,2021-06-07 04:48:36
403,Volksrust,ZA,-27.3654,29.8818,34.14,86,0,2.55,clear sky,2021-06-07 04:48:36
404,Knysna,ZA,-34.0363,23.0471,75.58,33,3,8.81,clear sky,2021-06-07 04:48:37
405,Roald,NO,62.5833,6.1333,55.33,87,75,6.91,broken clouds,2021-06-07 04:48:37
406,Funadhoo,MV,6.15,73.2667,82.24,78,100,16.91,overcast clouds,2021-06-07 04:48:37
407,Altay,CN,47.8667,88.1167,70.3,22,0,9.06,clear sky,2021-06-07 04:48:38
408,Wairoa,NZ,-39.0333,177.3667,57.6,83,100,7.81,overcast clouds,2021-06-07 04:48:38
409,San Andres,CO,12.5847,-81.7006,82.42,78,40,17.27,scattered clouds,2021-06-07 04:48:38
410,Rosetta,EG,31.4044,30.4164,71.42,64,0,10.6,clear sky,2021-06-07 04:48:39
411,Yerbogachen,RU,61.2767,108.0108,52.59,45,75,11.43,broken clouds,2021-06-07 04:48:39
412,Nyrob,RU,60.733,56.7202,55.49,63,99,8.63,overcast clouds,2021-06-07 04:48:39
413,Tres Arroyos,AR,-38.3739,-60.2798,49.05,50,100,10.07,light rain,2021-06-07 04:48:40
414,Amapa,BR,1.0,-52.0,70.29,99,43,1.79,scattered clouds,2021-06-07 04:48:40
415,Martinsicuro,IT,42.8811,13.9145,69.71,82,100,4.52,overcast clouds,2021-06-07 04:48:40
416,Ixtapa,MX,20.7,-105.2,81.23,78,1,0.0,clear sky,2021-06-07 04:48:40
417,Winslow,US,35.0242,-110.6974,73.58,18,1,10.36,clear sky,2021-06-07 04:44:05
418,Kenmare,IE,51.8833,-9.5833,45.84,96,65,4.65,broken clouds,2021-06-07 04:48:41
419,Kenai,US,60.5544,-151.2583,66.29,54,1,18.41,clear sky,2021-06-07 04:48:41
420,Mwanza,TZ,-2.5167,32.9,69.85,64,0,8.05,clear sky,2021-06-07 04:48:42
421,Kupang,ID,-10.1667,123.5833,86.34,54,23,3.69,few clouds,2021-06-07 04:48:42
422,Saint Anthony,US,45.0205,-93.218,82.54,51,1,9.01,clear sky,2021-06-07 04:48:42
423,Tevriz,RU,57.509,72.4042,71.56,46,90,3.38,overcast clouds,2021-06-07 04:48:42
424,Clinton,US,42.587,-82.9199,80.06,74,1,1.01,clear sky,2021-06-07 04:48:43
425,Ahuimanu,US,21.4447,-157.8378,82.11,65,75,13.8,light rain,2021-06-07 04:48:43
426,Xanxere,BR,-26.8769,-52.4042,55.9,97,100,2.13,light rain,2021-06-07 04:48:43
427,Ancud,CL,-41.8697,-73.8203,53.22,88,100,17.81,light rain,2021-06-07 04:48:44
428,La Macarena,CO,2.1837,-73.7849,71.13,99,100,2.86,overcast clouds,2021-06-07 04:48:44
429,Kamaishi,JP,39.2667,141.8833,81.55,55,88,8.16,overcast clouds,2021-06-07 04:48:44
430,Angoram,PG,-4.0625,144.0661,84.43,72,100,1.01,overcast clouds,2021-06-07 04:48:45
431,Bambari,CF,5.768,20.6757,69.35,92,93,1.59,overcast clouds,2021-06-07 04:48:45
432,Severo-Kurilsk,RU,50.6789,156.125,43.09,93,100,14.41,overcast clouds,2021-06-07 04:48:45
433,Chopinzinho,BR,-25.8558,-52.5233,57.94,97,100,4.47,light rain,2021-06-07 04:48:46
434,Kuytun,RU,54.3419,101.5036,63.64,41,12,6.13,few clouds,2021-06-07 04:48:46
435,Privolzhskiy,RU,51.4,46.0333,64.31,88,86,1.92,overcast clouds,2021-06-07 04:48:46
436,Pionerskiy,RU,54.9508,20.2275,57.04,80,3,6.64,clear sky,2021-06-07 04:48:47
437,Mahebourg,MU,-20.4081,57.7,77.25,78,75,9.22,light rain,2021-06-07 04:48:47
438,Ginda,IN,30.6945,78.4932,81.25,34,3,5.26,clear sky,2021-06-07 04:48:47
439,Taoudenni,ML,22.6783,-3.9836,95.49,11,48,7.99,scattered clouds,2021-06-07 04:48:48
440,Biograd Na Moru,HR,43.9433,15.4519,68.76,82,100,4.18,overcast clouds,2021-06-07 04:48:48
441,La Ronge,CA,55.1001,-105.2842,53.85,71,75,0.0,broken clouds,2021-06-07 04:48:48
442,Pochutla,MX,15.7432,-96.4661,76.82,89,100,3.53,overcast clouds,2021-06-07 04:48:48
443,Ipameri,BR,-17.7219,-48.1597,64.63,63,100,3.83,overcast clouds,2021-06-07 04:48:49
444,Porto Velho,BR,-8.7619,-63.9039,75.25,94,20,0.0,few clouds,2021-06-07 04:44:53
445,Waingapu,ID,-9.6567,120.2641,85.86,63,82,13.56,broken clouds,2021-06-07 04:48:49
446,Puerto Carreno,CO,6.189,-67.4859,75.36,96,100,5.35,overcast clouds,2021-06-07 04:48:49
447,Luganville,VU,-15.5333,167.1667,76.98,81,100,10.47,overcast clouds,2021-06-07 04:48:50
448,Kodinsk,RU,58.6881,99.1844,53.67,97,100,7.83,moderate rain,2021-06-07 04:48:50
449,Naze,JP,28.3667,129.4833,77.92,91,100,9.82,heavy intensity rain,2021-06-07 04:48:51
450,College,US,64.8569,-147.8028,70.12,44,40,8.05,scattered clouds,2021-06-07 04:44:24
451,Porto Novo,BJ,6.4965,2.6036,80.42,89,63,2.82,light rain,2021-06-07 04:48:51
452,Volovo,UA,48.5246,23.5056,55.09,72,6,3.36,clear sky,2021-06-07 04:48:51
453,Hualmay,PE,-11.0964,-77.6139,62.58,87,39,5.91,scattered clouds,2021-06-07 04:48:52
454,Orlik,RU,52.5178,99.825,54.99,36,30,4.5,scattered clouds,2021-06-07 04:48:52
455,Cap Malheureux,MU,-19.9842,57.6142,77.47,75,14,5.99,few clouds,2021-06-07 04:48:52
456,Sioux Lookout,CA,50.1001,-91.917,68.38,56,1,8.05,clear sky,2021-06-07 04:48:08
457,Edd,ER,13.9297,41.6925,87.85,68,32,6.51,scattered clouds,2021-06-07 04:48:53
458,Yarovoye,RU,52.9273,78.58,74.91,27,1,1.54,clear sky,2021-06-07 04:48:53
459,Gizo,SB,-8.103,156.8419,84.56,69,76,3.09,broken clouds,2021-06-07 04:48:53
460,Egvekinot,RU,66.3167,-179.1667,42.13,51,5,1.12,clear sky,2021-06-07 04:48:53
461,Palafrugell,ES,41.9174,3.1631,64.26,81,22,2.35,few clouds,2021-06-07 04:48:54
462,Vanimo,PG,-2.6741,141.3028,81.37,85,88,5.79,overcast clouds,2021-06-07 04:48:54
463,Guangyuan,CN,32.442,105.823,87.91,39,100,3.62,overcast clouds,2021-06-07 04:48:54
464,Locri,IT,38.2414,16.2623,72.75,64,64,5.39,light rain,2021-06-07 04:48:55
465,General Roca,AR,-39.0333,-67.5833,46.8,48,91,6.62,light rain,2021-06-07 04:48:55
466,Kibre Mengist,ET,5.8833,38.9833,61.09,89,86,3.11,overcast clouds,2021-06-07 04:48:55
467,Sisimiut,GL,66.9395,-53.6735,39.02,94,99,5.73,overcast clouds,2021-06-07 04:48:56
468,Ambilobe,MG,-13.2,49.05,74.82,75,55,3.22,broken clouds,2021-06-07 04:48:56
469,Marawi,PH,7.9986,124.2928,81.41,62,59,4.32,broken clouds,2021-06-07 04:48:56
470,Marsa Matruh,EG,31.3525,27.2453,71.69,65,0,10.33,clear sky,2021-06-07 04:48:57
471,Perth,AU,-31.9333,115.8333,64.67,55,0,8.19,clear sky,2021-06-07 04:44:49
472,Grindavik,IS,63.8424,-22.4338,48.15,93,75,6.87,broken clouds,2021-06-07 04:48:57
473,Daru,PG,-9.0763,143.2092,78.51,89,94,16.67,overcast clouds,2021-06-07 04:48:57
474,Vung Tau,VN,10.346,107.0843,87.69,67,100,11.16,overcast clouds,2021-06-07 04:46:53
475,Kendari,ID,-3.945,122.4989,85.68,61,71,5.99,broken clouds,2021-06-07 04:48:58
476,Pryozerne,UA,45.2698,36.3303,64.31,66,77,9.31,broken clouds,2021-06-07 04:48:58
477,Labuhan,ID,-6.8844,112.2051,88.05,60,93,2.77,overcast clouds,2021-06-07 04:48:59
478,Mashhad,IR,36.297,59.6062,82.54,42,0,11.5,clear sky,2021-06-07 04:48:59
479,Almaznyy,RU,48.0448,40.045,62.74,76,99,11.21,overcast clouds,2021-06-07 04:48:59
480,Airai,TL,-8.9266,125.4092,74.5,45,96,3.11,overcast clouds,2021-06-07 04:49:00
481,Baganga,PH,7.5739,126.56,81.88,83,83,3.27,broken clouds,2021-06-07 04:49:00
482,Sassandra,CI,4.95,-6.0833,76.46,90,33,4.34,light rain,2021-06-07 04:49:00
483,Quelimane,MZ,-17.8786,36.8883,60.75,93,40,5.01,light rain,2021-06-07 04:49:01
484,Lumding,IN,25.7535,93.1732,92.61,51,80,2.91,broken clouds,2021-06-07 04:49:01
485,Uvinza,TZ,-5.1036,30.3911,66.97,70,88,7.02,overcast clouds,2021-06-07 04:49:01
486,Chibuto,MZ,-24.6867,33.5306,60.48,84,27,3.65,scattered clouds,2021-06-07 04:49:02
487,Cabra,ES,37.4725,-4.4421,71.4,58,0,4.25,clear sky,2021-06-07 04:49:02
488,Pemba,MZ,-12.974,40.5178,65.1,93,20,8.99,few clouds,2021-06-07 04:49:02
489,Oksfjord,NO,70.2396,22.3479,54.52,42,62,4.85,broken clouds,2021-06-07 04:49:03
490,Buraydah,SA,26.326,43.975,88.25,10,22,10.76,few clouds,2021-06-07 04:49:03
491,Shache,CN,38.4167,77.2406,89.98,13,99,3.53,overcast clouds,2021-06-07 04:49:03
492,Valparaiso,CL,-33.0393,-71.6273,54.48,60,100,6.42,overcast clouds,2021-06-07 04:49:04
493,Barcelona,ES,41.3888,2.159,66.54,87,20,1.99,few clouds,2021-06-07 04:48:19
494,Donskoye,RU,45.4552,41.9741,62.73,79,100,8.34,overcast clouds,2021-06-07 04:49:04
495,Milkovo,RU,54.7167,158.6167,53.96,71,97,1.63,light rain,2021-06-07 04:49:04
496,Palu,ID,-0.8917,119.8707,83.64,76,100,1.81,overcast clouds,2021-06-07 04:48:21
497,Matara,LK,5.9485,80.5353,85.08,71,96,12.48,overcast clouds,2021-06-07 04:49:05
498,Bairiki,KI,1.3292,172.9752,84.2,74,75,10.13,broken clouds,2021-06-07 04:49:05
499,Rocha,UY,-34.4833,-54.3333,45.14,90,95,3.69,overcast clouds,2021-06-07 04:49:06
500,Narasapur,IN,16.45,81.6667,94.77,50,53,9.26,broken clouds,2021-06-07 04:49:06
501,Saurimo,AO,-9.6608,20.3916,57.09,62,24,6.69,few clouds,2021-06-07 04:49:06
502,Bend,US,44.0582,-121.3153,51.66,52,1,1.99,clear sky,2021-06-07 04:49:06
503,Atar,MR,20.5169,-13.0499,87.01,18,6,15.64,clear sky,2021-06-07 04:49:07
504,Birin,NP,26.8865,88.0718,71.62,75,11,5.3,few clouds,2021-06-07 04:49:07
505,Hobyo,SO,5.3505,48.5268,81.19,74,3,21.36,clear sky,2021-06-07 04:49:07
506,Torbat-E Jam,IR,35.244,60.6225,86.02,26,0,3.31,clear sky,2021-06-07 04:49:08
507,Xining,CN,36.6167,101.7667,71.26,33,8,6.11,clear sky,2021-06-07 04:49:08
508,Yining,CN,29.0361,114.5636,91.94,42,84,2.84,broken clouds,2021-06-07 04:49:08
509,Palauig,PH,15.435,119.9045,86.65,70,100,11.92,overcast clouds,2021-06-07 04:49:09
510,Priiskovyy,RU,51.9333,116.6333,85.35,20,10,6.04,clear sky,2021-06-07 04:49:09
511,Kushva,RU,58.2906,59.7592,69.06,52,33,2.06,scattered clouds,2021-06-07 04:49:10
512,Mehamn,NO,71.0357,27.8492,44.78,70,0,10.36,clear sky,2021-06-07 04:49:10
513,Khani,GE,41.9563,42.9566,53.17,71,2,2.84,clear sky,2021-06-07 04:49:10
514,Ola,RU,59.5833,151.2833,48.18,78,61,9.1,broken clouds,2021-06-07 04:49:10
515,Asau,RO,46.4333,26.4,65.39,57,23,2.48,few clouds,2021-06-07 04:49:11
516,Puerto Leguizamo,CO,-0.1934,-74.7819,71.26,100,99,2.73,light rain,2021-06-07 04:49:11
517,Chokurdakh,RU,70.6333,147.9167,47.28,48,36,7.25,scattered clouds,2021-06-07 04:47:35
518,Krasnorechenskiy,RU,44.6265,135.3532,69.87,49,29,5.12,scattered clouds,2021-06-07 04:49:11
519,Jennings,US,38.7192,-90.2604,76.14,85,1,1.01,clear sky,2021-06-07 04:49:12
520,Saquarema,BR,-22.92,-42.5103,70.68,88,5,8.25,clear sky,2021-06-07 04:47:08
521,Cauquenes,CL,-35.9671,-72.3225,47.79,65,100,1.59,overcast clouds,2021-06-07 04:49:12
522,Margate,GB,51.3813,1.3862,59.04,89,16,1.01,few clouds,2021-06-07 04:49:12
